interface_id,transporter_gene,preferred_name,target_label,published_label_for_trace,target_role,evidence_tier,source_database,source_origin,sample_weight,standardization_key,standardized_inchikey,standardized_isomeric_smiles,standardized_connectivity_smiles,murcko_scaffold_smiles,std_molecular_weight,std_xlogp,std_tpsa,std_hbond_donor_count,std_hbond_acceptor_count,std_rotatable_bond_count,std_formal_charge,std_heavy_atom_count,source_record_id,source_url,claim_boundary,preferred_name_normalized,input_standardized_inchikey,derived_standardized_inchikey,derived_isomeric_smiles,derived_connectivity_smiles,standardizer_reproduced_inchikey,inchikey_reproduction_status,exact_scaffold_group,generic_scaffold_group
CAND::T10_AUD_00001,ABCB1,NORETHINDRONE,0,0,candidate_supervised,B_author_curated_no_row_primary_assay,ChEMBL,Daood author-curated ChEMBL records,1.0,QGQUHXSBTSDAML-ULCNYCTPSA-N,QGQUHXSBTSDAML-ULCNYCTPSA-N,C#C[C@]1(O)CC[C@H]2[C@@H]3CC=C4CC(=O)CCC4[C@H]3CC[C@@]21C,,O=C1CCC2C(=CCC3C4CCCC4CCC23)C1,298.426,3.4925,37.3,,,,,,T10_AUD_00001,https://pmc.ncbi.nlm.nih.gov/articles/PMC12587445/,author-curated candidate; not Tier A direct assay truth,NORETHINDRONE,QGQUHXSBTSDAML-ULCNYCTPSA-N,QGQUHXSBTSDAML-ULCNYCTPSA-N,C#C[C@]1(O)CC[C@H]2[C@@H]3CC=C4CC(=O)CCC4[C@H]3CC[C@@]21C,C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3CCC21C,QGQUHXSBTSDAML-ULCNYCTPSA-N,match,O=C1CCC2C(=CCC3C4CCCC4CCC23)C1,CC1CCC2C(CCC3C4CCCC4CCC23)C1
CAND::T10_AUD_00002,ABCB1,ETHINYL ESTRADIOL,1,1,candidate_supervised,B_author_curated_no_row_primary_assay,ChEMBL,Daood author-curated ChEMBL records,1.0,BFPYWIDHMRZLRN-SLHNCBLASA-N,BFPYWIDHMRZLRN-SLHNCBLASA-N,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,,c1ccc2c(c1)CCC1C2CCC2CCCC21,296.41,3.6126,40.46,,,,,,T10_AUD_00002,https://pmc.ncbi.nlm.nih.gov/articles/PMC12587445/,author-curated candidate; not Tier A direct assay truth,ETHINYL ESTRADIOL,BFPYWIDHMRZLRN-SLHNCBLASA-N,BFPYWIDHMRZLRN-SLHNCBLASA-N,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,C#CC1(O)CCC2C3CCc4cc(O)ccc4C3CCC21C,BFPYWIDHMRZLRN-SLHNCBLASA-N,match,c1ccc2c(c1)CCC1C2CCC2CCCC21,C1CCC2C(C1)CCC1C3CCCC3CCC21
CAND::T10_AUD_00003,ABCB1,SELEGILINE,0,0,candidate_supervised,B_author_curated_no_row_primary_assay,ChEMBL,Daood author-curated ChEMBL records,1.0,MEZLKOACVSPNER-GFCCVEGCSA-N,MEZLKOACVSPNER-GFCCVEGCSA-N,C#CCN(C)[C@H](C)Cc1ccccc1,,c1ccccc1,187.286,2.1826,3.24,,,,,,T10_AUD_00003,https://pmc.ncbi.nlm.nih.gov/articles/PMC12587445/,author-curated candidate; not Tier A direct assay truth,SELEGILINE,MEZLKOACVSPNER-GFCCVEGCSA-N,MEZLKOACVSPNER-GFCCVEGCSA-N,C#CCN(C)[C@H](C)Cc1ccccc1,C#CCN(C)C(C)Cc1ccccc1,MEZLKOACVSPNER-GFCCVEGCSA-N,match,c1ccccc1,C1CCCCC1
CAND::T10_AUD_00005,ABCB1,ERLOTINIB,1,1,candidate_supervised,B_author_curated_no_row_primary_assay,ChEMBL,Daood author-curated ChEMBL records,1.0,AAKJLRGGTJKAMG-UHFFFAOYSA-N,AAKJLRGGTJKAMG-UHFFFAOYSA-N,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,,c1ccc(Nc2ncnc3ccccc23)cc1,393.443,3.4051,74.73,,,,,,T10_AUD_00005,https://pmc.ncbi.nlm.nih.gov/articles/PMC12587445/,author-curated candidate; not Tier A direct assay truth,ERLOTINIB,AAKJLRGGTJKAMG-UHFFFAOYSA-N,AAKJLRGGTJKAMG-UHFFFAOYSA-N,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,AAKJLRGGTJKAMG-UHFFFAOYSA-N,match,c1ccc(Nc2ncnc3ccccc23)cc1,C1CCC(CC2CCCC3CCCCC32)CC1
CAND::T10_AUD_00006,ABCB1,BISANTRENE,1,1,candidate_supervised,B_author_curated_no_row_primary_assay,ChEMBL,Daood author-curated ChEMBL records,1.0,NJSMWLQOCQIOPE-UHFFFAOYSA-N,NJSMWLQOCQIOPE-UHFFFAOYSA-N,C(=NNC1=NCCN1)c1c2ccccc2c(C=NNC2=NCCN2)c2ccccc12,,C(=NNC1=NCCN1)c1c2ccccc2c(C=NNC2=NCCN2)c2ccccc12,398.474,1.7584,97.56,,,,,,T10_AUD_00006,https://pmc.ncbi.nlm.nih.gov/articles/PMC12587445/,author-curated candidate; not Tier A direct assay truth,BISANTRENE,NJSMWLQOCQIOPE-UHFFFAOYSA-N,NJSMWLQOCQIOPE-UHFFFAOYSA-N,C(=NNC1=NCCN1)c1c2ccccc2c(C=NNC2=NCCN2)c2ccccc12,C(=NNC1=NCCN1)c1c2ccccc2c(C=NNC2=NCCN2)c2ccccc12,NJSMWLQOCQIOPE-UHFFFAOYSA-N,match,C(=NNC1=NCCN1)c1c2ccccc2c(C=NNC2=NCCN2)c2ccccc12,C1CCC(CCCC2C3CCCCC3C(CCCC3CCCC3)C3CCCCC32)C1
CAND::T10_AUD_00009,ABCB1,,1,1,candidate_supervised,B_author_curated_no_row_primary_assay,ChEMBL,Daood author-curated ChEMBL records,1.0,QQOKHWYWSYNBSI-IBGZPJMESA-N,QQOKHWYWSYNBSI-IBGZPJMESA-N,C=C1C[C@@](C)(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)N=C(N)S1,,C=C1CC(c2cccc(NC(=O)c3ccccn3)c2)N=CS1,381.436,3.5252,104.16,,,,,,T10_AUD_00009,https://pmc.ncbi.nlm.nih.gov/articles/PMC12587445/,author-curated candidate; not Tier A direct assay truth,,QQOKHWYWSYNBSI-IBGZPJMESA-N,QQOKHWYWSYNBSI-IBGZPJMESA-N,C=C1C[C@@](C)(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)N=C(N)S1,C=C1CC(C)(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)N=C(N)S1,QQOKHWYWSYNBSI-IBGZPJMESA-N,match,C=C1CC(c2cccc(NC(=O)c3ccccn3)c2)N=CS1,CC1CCCC(C2CCCC(CC(C)C3CCCCC3)C2)C1
CAND::T10_AUD_00013,ABCB1,QUINIDINE,1,1,candidate_supervised,B_author_curated_no_row_primary_assay,ChEMBL,Daood author-curated ChEMBL records,1.0,LOUPRKONTZGTKE-LHHVKLHASA-N,LOUPRKONTZGTKE-LHHVKLHASA-N,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,,c1ccc2c(CC3CC4CCN3CC4)ccnc2c1,324.424,3.1732,45.59,,,,,,T10_AUD_00013,https://pmc.ncbi.nlm.nih.gov/articles/PMC12587445/,author-curated candidate; not Tier A direct assay truth,QUINIDINE,LOUPRKONTZGTKE-LHHVKLHASA-N,LOUPRKONTZGTKE-LHHVKLHASA-N,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,LOUPRKONTZGTKE-LHHVKLHASA-N,match,c1ccc2c(CC3CC4CCN3CC4)ccnc2c1,C1CCC2C(C1)CCCC2CC1CC2CCC1CC2
CAND::T10_AUD_00014,ABCB1,,1,1,candidate_supervised,B_author_curated_no_row_primary_assay,ChEMBL,Daood author-curated ChEMBL records,1.0,AYDSLXXUAYWCBG-UHFFFAOYSA-N,AYDSLXXUAYWCBG-UHFFFAOYSA-N,C=CCC(N)c1ccccc1-c1noc2ccccc12,,c1ccc(-c2noc3ccccc23)cc1,264.328,4.0707,52.05,,,,,,T10_AUD_00014,https://pmc.ncbi.nlm.nih.gov/articles/PMC12587445/,author-curated candidate; not Tier A direct assay truth,,AYDSLXXUAYWCBG-UHFFFAOYSA-N,AYDSLXXUAYWCBG-UHFFFAOYSA-N,C=CCC(N)c1ccccc1-c1noc2ccccc12,C=CCC(N)c1ccccc1-c1noc2ccccc12,AYDSLXXUAYWCBG-UHFFFAOYSA-N,match,c1ccc(-c2noc3ccccc23)cc1,C1CCC(C2CCC3CCCCC32)CC1
CAND::T10_AUD_00015,ABCB1,TACROLIMUS,1,1,candidate_supervised,B_author_curated_no_row_primary_assay,ChEMBL,Daood author-curated ChEMBL records,1.0,SLUYGGAVUSVJOT-VZCWQGFJSA-N,SLUYGGAVUSVJOT-VZCWQGFJSA-N,C=CCC1=CC(C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCCC3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,,O=C1C=CCCCCCC2CCCC(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C=CC2CCCCC2)CCC1,804.031,4.639,178.36,,,,,,T10_AUD_00015,https://pmc.ncbi.nlm.nih.gov/articles/PMC12587445/,author-curated candidate; not Tier A direct assay truth,TACROLIMUS,SLUYGGAVUSVJOT-VZCWQGFJSA-N,SLUYGGAVUSVJOT-VZCWQGFJSA-N,C=CCC1=CC(C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCCC3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,C=CCC1=CC(C)CC(C)CC(OC)C2OC(O)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C)=CC3CCC(O)C(OC)C3)C(C)C(O)CC1=O)C(C)CC2OC,SLUYGGAVUSVJOT-VZCWQGFJSA-N,match,O=C1C=CCCCCCC2CCCC(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C=CC2CCCCC2)CCC1,CC1CCCCCCCC2CCCC(C2)C(C)C(C)C2CCCCC2C(C)CC(CCC2CCCCC2)CCC1
CAND::T10_AUD_00017,ABCB1,,1,1,candidate_supervised,B_author_curated_no_row_primary_assay,ChEMBL,Daood author-curated ChEMBL records,1.0,GERNFWKTMKWULM-UHFFFAOYSA-N,GERNFWKTMKWULM-UHFFFAOYSA-N,C=CCNc1nc(NCC=C)nc(N2CCC(NCC(c3ccc(F)cc3)c3ccc(F)cc3)CC2)n1,,c1ccc(C(CNC2CCN(c3ncncn3)CC2)c2ccccc2)cc1,505.617,4.7361,78.0,,,,,,T10_AUD_00017,https://pmc.ncbi.nlm.nih.gov/articles/PMC12587445/,author-curated candidate; not Tier A direct assay truth,,GERNFWKTMKWULM-UHFFFAOYSA-N,GERNFWKTMKWULM-UHFFFAOYSA-N,C=CCNc1nc(NCC=C)nc(N2CCC(NCC(c3ccc(F)cc3)c3ccc(F)cc3)CC2)n1,C=CCNc1nc(NCC=C)nc(N2CCC(NCC(c3ccc(F)cc3)c3ccc(F)cc3)CC2)n1,GERNFWKTMKWULM-UHFFFAOYSA-N,match,c1ccc(C(CNC2CCN(c3ncncn3)CC2)c2ccccc2)cc1,C1CCC(C2CCC(CCC(C3CCCCC3)C3CCCCC3)CC2)CC1
CAND::T10_AUD_00019,ABCB1,,1,1,candidate_supervised,B_author_curated_no_row_primary_assay,ChEMBL,Daood author-curated ChEMBL records,1.0,DWCWSXLKLMTBSD-FQEVSTJZSA-N,DWCWSXLKLMTBSD-FQEVSTJZSA-N,CC#C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)CCOC(=N)N1,,N=C1NC(c2cccc(NC(=O)c3ccccn3)c2)CCO1,377.379,2.508,110.89,,,,,,T10_AUD_00019,https://pmc.ncbi.nlm.nih.gov/articles/PMC12587445/,author-curated candidate; not Tier A direct assay truth,,DWCWSXLKLMTBSD-FQEVSTJZSA-N,DWCWSXLKLMTBSD-FQEVSTJZSA-N,CC#C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)CCOC(=N)N1,CC#CC1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)CCOC(=N)N1,DWCWSXLKLMTBSD-FQEVSTJZSA-N,match,N=C1NC(c2cccc(NC(=O)c3ccccn3)c2)CCO1,CC1CCCC(C2CCCC(CC(C)C3CCCCC3)C2)C1
CAND::T10_AUD_00020,ABCB1,,0,0,candidate_supervised,B_author_curated_no_row_primary_assay,ChEMBL,Daood author-curated ChEMBL records,1.0,ZOXVZGMDTDJVFL-ZVHZXABRSA-N,ZOXVZGMDTDJVFL-ZVHZXABRSA-N,C/C(=N\N=C(N)N)c1cnn(-c2ccc(C#CC3CCCC3)cc2)c1C,,C(#CC1CCCC1)c1ccc(-n2cccn2)cc1,348.454,2.7198,94.58,,,,,,T10_AUD_00020,https://pmc.ncbi.nlm.nih.gov/articles/PMC12587445/,author-curated candidate; not Tier A direct assay truth,,ZOXVZGMDTDJVFL-ZVHZXABRSA-N,ZOXVZGMDTDJVFL-ZVHZXABRSA-N,C/C(=N\N=C(N)N)c1cnn(-c2ccc(C#CC3CCCC3)cc2)c1C,CC(=NN=C(N)N)c1cnn(-c2ccc(C#CC3CCCC3)cc2)c1C,ZOXVZGMDTDJVFL-ZVHZXABRSA-N,match,C(#CC1CCCC1)c1ccc(-n2cccn2)cc1,C1CCC(CCC2CCC(C3CCCC3)CC2)C1
CAND::T10_AUD_00021,ABCB1,,0,0,candidate_supervised,B_author_curated_no_row_primary_assay,ChEMBL,Daood author-curated ChEMBL records,1.0,IMHLRHHVNNQQLQ-WGOQTCKBSA-N,IMHLRHHVNNQQLQ-WGOQTCKBSA-N,C/C(=N\NC1=NCCN1)c1cnn(-c2ccc(C#CC3CCCC3)cc2)c1C,,C(#CC1CCCC1)c1ccc(-n2cc(C=NNC3=NCCN3)cn2)cc1,374.492,2.9952,66.6,,,,,,T10_AUD_00021,https://pmc.ncbi.nlm.nih.gov/articles/PMC12587445/,author-curated candidate; not Tier A direct assay truth,,IMHLRHHVNNQQLQ-WGOQTCKBSA-N,IMHLRHHVNNQQLQ-WGOQTCKBSA-N,C/C(=N\NC1=NCCN1)c1cnn(-c2ccc(C#CC3CCCC3)cc2)c1C,CC(=NNC1=NCCN1)c1cnn(-c2ccc(C#CC3CCCC3)cc2)c1C,IMHLRHHVNNQQLQ-WGOQTCKBSA-N,match,C(#CC1CCCC1)c1ccc(-n2cc(C=NNC3=NCCN3)cn2)cc1,C1CCC(CCCC2CCC(C3CCC(CCC4CCCC4)CC3)C2)C1
CAND::T10_AUD_00022,ABCB1,,1,1,candidate_supervised,B_author_curated_no_row_primary_assay,ChEMBL,Daood author-curated ChEMBL records,1.0,YRRNMPHVJUDOEB-UHFFFAOYSA-N,YRRNMPHVJUDOEB-UHFFFAOYSA-N,CC(=O)C(=CN(C)C)C(C)=O,,,155.197,0.6099,37.38,,,,,,T10_AUD_00022,https://pmc.ncbi.nlm.nih.gov/articles/PMC12587445/,author-curated candidate; not Tier A direct assay truth,,YRRNMPHVJUDOEB-UHFFFAOYSA-N,YRRNMPHVJUDOEB-UHFFFAOYSA-N,CC(=O)C(=CN(C)C)C(C)=O,CC(=O)C(=CN(C)C)C(C)=O,YRRNMPHVJUDOEB-UHFFFAOYSA-N,match,ACYCLIC::YRRNMPHVJUDOEB-UHFFFAOYSA-N,ACYCLIC::YRRNMPHVJUDOEB-UHFFFAOYSA-N
CAND::T10_AUD_00024,ABCB1,PROGESTERONE,0,0,candidate_supervised,B_author_curated_no_row_primary_assay,ChEMBL,Daood author-curated ChEMBL records,1.0,MNRHZPCIEGLWGK-MWXAKFKLSA-N,MNRHZPCIEGLWGK-MWXAKFKLSA-N,CC(=O)C1CC[C@H]2[C@@H]3CC=C4CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,,O=C1CCC2C(=CCC3C4CCCC4CCC23)C1,314.469,4.7235,34.14,,,,,,T10_AUD_00024,https://pmc.ncbi.nlm.nih.gov/articles/PMC12587445/,author-curated candidate; not Tier A direct assay truth,PROGESTERONE,MNRHZPCIEGLWGK-MWXAKFKLSA-N,MNRHZPCIEGLWGK-MWXAKFKLSA-N,CC(=O)C1CC[C@H]2[C@@H]3CC=C4CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,CC(=O)C1CCC2C3CC=C4CC(=O)CCC4(C)C3CCC12C,MNRHZPCIEGLWGK-MWXAKFKLSA-N,match,O=C1CCC2C(=CCC3C4CCCC4CCC23)C1,CC1CCC2C(CCC3C4CCCC4CCC23)C1
CAND::T10_AUD_00025,ABCB1,WARFARIN,0,0,candidate_supervised,B_author_curated_no_row_primary_assay,ChEMBL,Daood author-curated ChEMBL records,1.0,PJVWKTKQMONHTI-UHFFFAOYSA-N,PJVWKTKQMONHTI-UHFFFAOYSA-N,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,,O=c1oc2ccccc2cc1Cc1ccccc1,308.333,3.6096,67.51,,,,,,T10_AUD_00025,https://pmc.ncbi.nlm.nih.gov/articles/PMC12587445/,author-curated candidate; not Tier A direct assay truth,WARFARIN,PJVWKTKQMONHTI-UHFFFAOYSA-N,PJVWKTKQMONHTI-UHFFFAOYSA-N,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,PJVWKTKQMONHTI-UHFFFAOYSA-N,match,O=c1oc2ccccc2cc1Cc1ccccc1,CC1CC2CCCCC2CC1CC1CCCCC1
CAND::T10_AUD_00026,ABCB1,,0,0,candidate_supervised,B_author_curated_no_row_primary_assay,ChEMBL,Daood author-curated ChEMBL records,1.0,FWUPOBWZOCAFFY-UHFFFAOYSA-N,FWUPOBWZOCAFFY-UHFFFAOYSA-N,CC(=O)N1C=Cc2nc(N3CCC(Oc4ccc(F)cc4F)CC3)c(NC(C)C)nc2C1,,C1=Cc2nc(N3CCC(Oc4ccccc4)CC3)cnc2CN1,443.498,3.9557,70.59,,,,,,T10_AUD_00026,https://pmc.ncbi.nlm.nih.gov/articles/PMC12587445/,author-curated candidate; not Tier A direct assay truth,,FWUPOBWZOCAFFY-UHFFFAOYSA-N,FWUPOBWZOCAFFY-UHFFFAOYSA-N,CC(=O)N1C=Cc2nc(N3CCC(Oc4ccc(F)cc4F)CC3)c(NC(C)C)nc2C1,CC(=O)N1C=Cc2nc(N3CCC(Oc4ccc(F)cc4F)CC3)c(NC(C)C)nc2C1,FWUPOBWZOCAFFY-UHFFFAOYSA-N,match,C1=Cc2nc(N3CCC(Oc4ccccc4)CC3)cnc2CN1,C1CCC(CC2CCC(C3CCC4CCCCC4C3)CC2)CC1
CAND::T10_AUD_00027,ABCB1,KETOCONAZOLE,0,0,candidate_supervised,B_author_curated_no_row_primary_assay,ChEMBL,Daood author-curated ChEMBL records,1.0,XMAYWYJOQHXEEK-UHFFFAOYSA-N,XMAYWYJOQHXEEK-UHFFFAOYSA-N,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,,c1ccc(C2(Cn3ccnc3)OCC(COc3ccc(N4CCNCC4)cc3)O2)cc1,531.44,4.2058,69.06,,,,,,T10_AUD_00027,https://pmc.ncbi.nlm.nih.gov/articles/PMC12587445/,author-curated candidate; not Tier A direct assay truth,KETOCONAZOLE,XMAYWYJOQHXEEK-UHFFFAOYSA-N,XMAYWYJOQHXEEK-UHFFFAOYSA-N,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,XMAYWYJOQHXEEK-UHFFFAOYSA-N,match,c1ccc(C2(Cn3ccnc3)OCC(COc3ccc(N4CCNCC4)cc3)O2)cc1,C1CCC(C2CCC(CCC3CCC(CC4CCCC4)(C4CCCCC4)C3)CC2)CC1
CAND::T10_AUD_00028,ABCB1,,0,0,candidate_supervised,B_author_curated_no_row_primary_assay,ChEMBL,Daood author-curated ChEMBL records,1.0,HSWVJQBEXRKOBZ-QGZVFWFLSA-N,HSWVJQBEXRKOBZ-QGZVFWFLSA-N,CC(=O)N1CCc2nc(N3CCC(Oc4ccc(F)cc4F)CC3)c(N[C@@H]3CCOC3)nc2C1,,c1ccc(OC2CCN(c3nc4c(nc3NC3CCOC3)CNCC4)CC2)cc1,473.524,2.908,79.82,,,,,,T10_AUD_00028,https://pmc.ncbi.nlm.nih.gov/articles/PMC12587445/,author-curated candidate; not Tier A direct assay truth,,HSWVJQBEXRKOBZ-QGZVFWFLSA-N,HSWVJQBEXRKOBZ-QGZVFWFLSA-N,CC(=O)N1CCc2nc(N3CCC(Oc4ccc(F)cc4F)CC3)c(N[C@@H]3CCOC3)nc2C1,CC(=O)N1CCc2nc(N3CCC(Oc4ccc(F)cc4F)CC3)c(NC3CCOC3)nc2C1,HSWVJQBEXRKOBZ-QGZVFWFLSA-N,match,c1ccc(OC2CCN(c3nc4c(nc3NC3CCOC3)CNCC4)CC2)cc1,C1CCC(CC2CCC(C3CC4CCCCC4CC3CC3CCCC3)CC2)CC1
CAND::T10_AUD_00029,ABCB1,,1,1,candidate_supervised,B_author_curated_no_row_primary_assay,ChEMBL,Daood author-curated ChEMBL records,1.0,VZKPRNYGLKTGQY-FZMZJTMJSA-N,VZKPRNYGLKTGQY-FZMZJTMJSA-N,CC(=O)NC[C@@H]1CNCCO[C@H]1c1ccc(Cl)c(Cl)c1,,c1ccc(C2CCNCCO2)cc1,317.216,2.4066,50.36,,,,,,T10_AUD_00029,https://pmc.ncbi.nlm.nih.gov/articles/PMC12587445/,author-curated candidate; not Tier A direct assay truth,,VZKPRNYGLKTGQY-FZMZJTMJSA-N,VZKPRNYGLKTGQY-FZMZJTMJSA-N,CC(=O)NC[C@@H]1CNCCO[C@H]1c1ccc(Cl)c(Cl)c1,CC(=O)NCC1CNCCOC1c1ccc(Cl)c(Cl)c1,VZKPRNYGLKTGQY-FZMZJTMJSA-N,match,c1ccc(C2CCNCCO2)cc1,C1CCCC(C2CCCCC2)CC1
CAND::T10_AUD_00032,ABCB1,PRACTOLOL,0,0,candidate_supervised,B_author_curated_no_row_primary_assay,ChEMBL,Daood author-curated ChEMBL records,1.0,DURULFYMVIFBIR-UHFFFAOYSA-N,DURULFYMVIFBIR-UHFFFAOYSA-N,CC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1,,c1ccccc1,266.341,1.3827,70.59,,,,,,T10_AUD_00032,https://pmc.ncbi.nlm.nih.gov/articles/PMC12587445/,author-curated candidate; not Tier A direct assay truth,PRACTOLOL,DURULFYMVIFBIR-UHFFFAOYSA-N,DURULFYMVIFBIR-UHFFFAOYSA-N,CC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1,CC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1,DURULFYMVIFBIR-UHFFFAOYSA-N,match,c1ccccc1,C1CCCCC1
CAND::T10_AUD_00034,ABCB1,DOCETAXEL,1,1,candidate_supervised,B_author_curated_no_row_primary_assay,ChEMBL,Daood author-curated ChEMBL records,1.0,ROQZUJKOMJECOM-MKLSCFFVSA-N,ROQZUJKOMJECOM-MKLSCFFVSA-N,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)C(=O)C3C(C)[C@@H](OC(=O)C(O)C(NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C,,O=C(CCc1ccccc1)OC1CC2CC(C1)C(OC(=O)c1ccccc1)C1C(CCC3OCC31)C(=O)C2=O,807.89,3.4036,221.29,,,,,,T10_AUD_00034,https://pmc.ncbi.nlm.nih.gov/articles/PMC12587445/,author-curated candidate; not Tier A direct assay truth,DOCETAXEL,ROQZUJKOMJECOM-MKLSCFFVSA-N,ROQZUJKOMJECOM-MKLSCFFVSA-N,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)C(=O)C3C(C)[C@@H](OC(=O)C(O)C(NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C,CC(=O)OC12COC1CC(O)C1(C)C(=O)C(=O)C3C(C)C(OC(=O)C(O)C(NC(=O)OC(C)(C)C)c4ccccc4)CC(O)(C(OC(=O)c4ccccc4)C21)C3(C)C,ROQZUJKOMJECOM-MKLSCFFVSA-N,match,O=C(CCc1ccccc1)OC1CC2CC(C1)C(OC(=O)c1ccccc1)C1C(CCC3OCC31)C(=O)C2=O,CC(CCC1CCCCC1)CC1CC2CC(C1)C(CC(C)C1CCCCC1)C1C3CCC3CCC1C(C)C2C
CAND::T10_AUD_00035,ABCB1,PACLITAXEL,1,1,candidate_supervised,B_author_curated_no_row_primary_assay,ChEMBL,Daood author-curated ChEMBL records,1.0,NDUAXKHGCJIYEQ-VSXYFVTFSA-N,NDUAXKHGCJIYEQ-VSXYFVTFSA-N,CC(=O)OC1=C2C(C)[C@@H](OC(=O)C(O)C(NC(=O)c3ccccc3)c3ccccc3)C[C@@](O)([C@@H](OC(=O)c3ccccc3)[C@@H]3[C@]4(OC(C)=O)CO[C@@H]4C[C@H](O)[C@@]3(C)C1=O)C2(C)C,,O=C(CC(NC(=O)c1ccccc1)c1ccccc1)OC1CC2=CC(=O)C3CCC4OCC4C3C(OC(=O)c3ccccc3)C(C2)C1,853.918,3.9408,221.29,,,,,,T10_AUD_00035,https://pmc.ncbi.nlm.nih.gov/articles/PMC12587445/,author-curated candidate; not Tier A direct assay truth,PACLITAXEL,NDUAXKHGCJIYEQ-VSXYFVTFSA-N,NDUAXKHGCJIYEQ-VSXYFVTFSA-N,CC(=O)OC1=C2C(C)[C@@H](OC(=O)C(O)C(NC(=O)c3ccccc3)c3ccccc3)C[C@@](O)([C@@H](OC(=O)c3ccccc3)[C@@H]3[C@]4(OC(C)=O)CO[C@@H]4C[C@H](O)[C@@]3(C)C1=O)C2(C)C,CC(=O)OC1=C2C(C)C(OC(=O)C(O)C(NC(=O)c3ccccc3)c3ccccc3)CC(O)(C(OC(=O)c3ccccc3)C3C4(OC(C)=O)COC4CC(O)C3(C)C1=O)C2(C)C,NDUAXKHGCJIYEQ-VSXYFVTFSA-N,match,O=C(CC(NC(=O)c1ccccc1)c1ccccc1)OC1CC2=CC(=O)C3CCC4OCC4C3C(OC(=O)c3ccccc3)C(C2)C1,CC(CC1CC2CC(C)C3CCC4CCC4C3C(CC(C)C3CCCCC3)C(C1)C2)CC(CC(C)C1CCCCC1)C1CCCCC1
